value,count
0,67
1,0
2,0
3,2
4,3
5,8
6,18
7,20
8,121
9,253
10,564
11,628
12,777
13,971
14,1129
15,1529
16,2355
17,3382
18,4345
19,5762
20,6913
21,8207
22,9350
23,10093
24,10527
25,10994
26,11243
27,11130
28,10936
29,10989
30,10866
31,10874
32,10439
33,9937
34,9183
35,8691
36,7853
37,7593
38,7003
39,6632
40,6260
41,6017
42,5749
43,5471
44,5195
45,4857
46,4555
47,4353
48,4292
49,3995
50,3652
51,3597
52,3507
53,3342
54,2914
55,2797
56,2626
57,2509
58,2423
59,2268
60,2087
61,1885
62,1884
63,1844
64,1827
65,1710
66,1679
67,1551
68,1443
69,1360
70,1250
71,1182
72,1102
73,954
74,980
75,864
76,826
77,769
78,739
79,727
80,716
81,689
82,667
83,658
84,610
85,615
86,596
87,543
88,531
89,512
90,536
91,459
92,458
93,466
94,460
95,351
96,315
97,337
98,354
99,268
100,288
101,295
102,308
103,251
104,268
105,236
106,210
107,233
108,192
109,197
110,226
111,202
112,213
113,196
114,186
115,183
116,174
117,153
118,159
119,141
120,181
121,139
122,145
123,136
124,138
125,121
126,115
127,101
128,93
129,116
130,97
131,87
132,108
133,93
134,67
135,94
136,96
137,81
138,74
139,74
140,84
141,84
142,70
143,70
144,87
145,80
146,81
147,91
148,74
149,81
150,93
151,79
152,73
153,79
154,86
155,77
156,71
157,68
158,54
159,66
160,64
161,62
162,57
163,67
164,66
165,58
166,73
167,74
168,66
169,72
170,55
171,80
172,66
173,57
174,64
175,53
176,62
177,43
178,55
179,51
180,56
181,65
182,76
183,56
184,38
185,32
186,22
187,21
188,27
189,15
190,28
191,16
192,24
193,22
194,19
195,24
196,12
197,11
198,18
199,26
200,15
201,16
202,16
203,17
204,14
205,16
206,11
207,13
208,15
209,11
210,15
211,18
212,22
213,13
214,9
215,8
216,11
217,12
218,6
219,5
220,10
221,5
222,10
223,7
224,3
225,5
226,8
227,6
228,6
229,2
230,4
231,8
232,8
233,2
234,4
235,3
236,5
237,10
238,1
239,5
240,3
241,3
242,6
243,2
244,2
245,3
246,4
247,4
248,2
249,6
250,9
251,13
252,11
253,15
254,9
255,1
