value,count
0,0
1,0
2,0
3,1
4,2
5,6
6,7
7,6
8,10
9,11
10,15
11,17
12,27
13,44
14,68
15,126
16,203
17,385
18,603
19,868
20,1375
21,1832
22,2506
23,3158
24,3748
25,4535
26,5253
27,6151
28,6504
29,7019
30,7130
31,6832
32,6982
33,7273
34,7215
35,7464
36,7812
37,8075
38,8140
39,8268
40,8511
41,8623
42,8582
43,8467
44,8527
45,8215
46,7957
47,7593
48,7240
49,7381
50,6935
51,6770
52,6483
53,6316
54,5896
55,5685
56,5276
57,5118
58,4656
59,4397
60,4007
61,3809
62,3516
63,3276
64,3063
65,2946
66,2748
67,2499
68,2333
69,2081
70,1825
71,1801
72,1666
73,1516
74,1370
75,1281
76,1227
77,1230
78,1097
79,1069
80,977
81,914
82,863
83,840
84,796
85,735
86,684
87,668
88,583
89,602
90,527
91,535
92,451
93,447
94,432
95,405
96,393
97,372
98,398
99,347
100,299
101,302
102,313
103,288
104,286
105,256
106,250
107,236
108,220
109,223
110,230
111,224
112,216
113,192
114,194
115,184
116,192
117,188
118,187
119,166
120,169
121,209
122,161
123,155
124,148
125,153
126,120
127,146
128,132
129,128
130,115
131,108
132,105
133,95
134,114
135,110
136,103
137,102
138,84
139,89
140,98
141,91
142,102
143,83
144,73
145,77
146,78
147,53
148,74
149,71
150,52
151,65
152,65
153,64
154,42
155,48
156,62
157,57
158,57
159,52
160,41
161,38
162,56
163,51
164,47
165,40
166,29
167,31
168,32
169,25
170,41
171,26
172,33
173,26
174,26
175,22
176,23
177,15
178,13
179,16
180,15
181,21
182,22
183,15
184,19
185,16
186,16
187,29
188,12
189,15
190,16
191,15
192,21
193,17
194,11
195,13
196,9
197,10
198,14
199,12
200,12
201,11
202,15
203,11
204,13
205,15
206,8
207,17
208,16
209,15
210,13
211,12
212,10
213,8
214,12
215,13
216,11
217,12
218,14
219,7
220,17
221,10
222,5
223,10
224,6
225,13
226,3
227,4
228,7
229,7
230,9
231,7
232,7
233,7
234,4
235,6
236,3
237,6
238,9
239,1
240,7
241,10
242,6
243,6
244,11
245,3
246,4
247,12
248,11
249,10
250,20
251,14
252,15
253,24
254,29
255,6
