value,count
0,0
1,0
2,0
3,0
4,0
5,0
6,1
7,1
8,0
9,0
10,1
11,1
12,3
13,4
14,16
15,24
16,70
17,156
18,310
19,492
20,584
21,800
22,1033
23,1283
24,1498
25,1495
26,1565
27,1495
28,1605
29,1670
30,1897
31,1994
32,2040
33,1994
34,1960
35,1970
36,2036
37,2049
38,1976
39,1975
40,1945
41,1881
42,1894
43,1920
44,1886
45,1684
46,1749
47,1772
48,1734
49,1546
50,1431
51,1376
52,1314
53,1111
54,1199
55,1128
56,1073
57,958
58,918
59,880
60,791
61,755
62,664
63,617
64,623
65,556
66,496
67,457
68,451
69,400
70,416
71,368
72,376
73,300
74,303
75,301
76,288
77,222
78,228
79,198
80,193
81,197
82,156
83,156
84,136
85,136
86,120
87,83
88,89
89,90
90,97
91,80
92,88
93,81
94,82
95,80
96,70
97,60
98,70
99,42
100,17
101,12
102,10
103,13
104,7
105,10
106,11
107,5
108,11
109,5
110,7
111,6
112,9
113,4
114,5
115,5
116,4
117,5
118,7
119,5
120,3
121,4
122,5
123,2
124,1
125,4
126,1
127,3
128,4
129,0
130,3
131,5
132,2
133,2
134,2
135,5
136,1
137,4
138,1
139,3
140,1
141,3
142,2
143,0
144,0
145,0
146,2
147,2
148,1
149,3
150,1
151,5
152,1
153,1
154,2
155,2
156,0
157,0
158,2
159,0
160,2
161,1
162,0
163,1
164,0
165,0
166,0
167,0
168,2
169,0
170,2
171,1
172,0
173,0
174,0
175,1
176,1
177,0
178,2
179,0
180,0
181,0
182,0
183,2
184,0
185,0
186,0
187,0
188,1
189,0
190,1
191,0
192,0
193,0
194,0
195,1
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
