value,count
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,1
15,2
16,5
17,14
18,49
19,81
20,173
21,203
22,319
23,388
24,618
25,853
26,1100
27,1287
28,1350
29,1459
30,1591
31,1664
32,1816
33,2079
34,2252
35,2413
36,2432
37,2632
38,2688
39,2612
40,2784
41,2695
42,2798
43,2859
44,2918
45,3135
46,3006
47,3068
48,3043
49,3165
50,2966
51,2990
52,2970
53,2884
54,2826
55,2789
56,2644
57,2493
58,2492
59,2420
60,2280
61,2280
62,2281
63,2165
64,2105
65,2143
66,2043
67,2055
68,1938
69,1916
70,1794
71,1706
72,1677
73,1626
74,1574
75,1500
76,1431
77,1392
78,1344
79,1343
80,1256
81,1201
82,1195
83,1158
84,1098
85,972
86,854
87,885
88,858
89,827
90,827
91,799
92,747
93,794
94,662
95,649
96,720
97,604
98,409
99,439
100,388
101,355
102,289
103,310
104,289
105,286
106,248
107,229
108,253
109,217
110,229
111,235
112,196
113,190
114,177
115,199
116,158
117,172
118,153
119,171
120,161
121,142
122,127
123,138
124,105
125,91
126,96
127,86
128,90
129,70
130,61
131,64
132,71
133,61
134,39
135,34
136,44
137,45
138,41
139,41
140,37
141,38
142,26
143,27
144,32
145,22
146,31
147,24
148,20
149,25
150,16
151,15
152,12
153,18
154,19
155,19
156,18
157,13
158,16
159,21
160,14
161,11
162,13
163,13
164,6
165,7
166,5
167,6
168,7
169,7
170,7
171,14
172,5
173,5
174,3
175,8
176,6
177,7
178,8
179,4
180,3
181,3
182,3
183,1
184,3
185,6
186,6
187,7
188,9
189,2
190,2
191,5
192,3
193,2
194,3
195,4
196,1
197,1
198,4
199,4
200,3
201,0
202,2
203,2
204,6
205,0
206,2
207,3
208,0
209,2
210,2
211,3
212,1
213,0
214,4
215,1
216,2
217,2
218,0
219,2
220,4
221,2
222,1
223,1
224,0
225,4
226,2
227,1
228,1
229,1
230,0
231,1
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,1
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
